"l_adult","larva_adult_use","prey_class","prey_order","prey_family","prey_sp","prey_age_reported_1","life_stage","vert_habitat","horz_habitat","diel_migrant","diel_migrant_cat","refuge","refuge_cat","season_migrant","season_cat","gregarious_primary","l_max","body_shape","b_shape_r","eye_body_r","standard_total","phys_defense","transparent","col_disrupt","silver","countershade","energy_density","percent_protein","percent_lipid","maxFO","maxN","maxM","maxTL","trophic_level","fisheries_status"
1.1,13.2277038321486,"Malacostraca","Amphipoda","Phrosinidae","Anchylomera blossevillei","none","adult","epipelagic","continental shelf",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",1.1,"fusiform",NA,NA,NA,1,0,0,0,0,NA,NA,NA,4.2,1.65,3.3,0,NA,"none"
98.7486856111936,6.09756097560976,"Cephalopoda","Oegopsida","Ancistrocheiridae","Ancistrocheirus lesueurii","none","juvenile","epipelagic","oceanic",1,"diel_yes",0,"refuge_no",1,"season_yes",NA,10.2,"fusiform",6.53010348142899,0.0619700709073132,0.415195399779098,0,0,1,0,0,NA,NA,NA,7,0.4,0.5,0,NA,"none"
53.5670629555666,5.33333333333334,"Cephalopoda","Oegopsida","Onychoteuthidae","Ancistroteuthis lichtensteinii","none","juvenile","demersal","continental shelf",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",20,"fusiform",8.59555139407798,0.0444971717754115,0.560045638956997,0,0,1,0,0,NA,NA,NA,33,4.9,0.71,22.8552801943751,NA,"none"
120,3.4320442688711,"Actinopterygii","Scorpaeniformes","Anoplopomatidae","Anoplopoma fimbria","none","juvenile","epipelagic","continental shelf",0,"diel_no",0,"refuge_no",1,"season_yes","shoaling",52.8,"fusiform",5.49404925178233,0.0257709118576891,0.849833637963547,1,0,1,0,1,5.28055,11.1868571428571,7.8175,33.33333333,0,0,0,NA,"none"
146,5.20833333333335,"Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus nikparini","none","juvenile","bathypelagic","oceanic",NA,"diel_UN",0,"refuge_no",1,"season_yes","solitary",43,"elongated",14.4544897925629,0.019153685579617,0.937415037925359,0,0,0,1,1,NA,NA,NA,1,0,0,0,NA,"none"
103.466278573886,5.20833333333335,"Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus pharao","none","juvenile","mesopelagic","oceanic",NA,"diel_UN",0,"refuge_no",1,"season_yes","solitary",75.9,"elongated",14.608832623648,0.0312489094290915,0.927838531772894,0,0,0,1,1,10.87,NA,NA,11.1111111111111,0,0,0,NA,"none"
30.5,4.87857020853057,"Actinopterygii","Perciformes","Caproidae","Antigonia capros","none","juvenile","epipelagic","continental shelf",NA,"diel_UN",0,"refuge_no",NA,"season_NA","shoaling",12,"compressiform",1.12770537703403,0.0968418878724362,0.754523587756125,1,0,1,1,0,6.59,15.95,2.16,3,0,0,0,NA,"none"
80,4.54964248169341,"Actinopterygii","Gadiformes","Moridae","Antimora rostrata","none","juvenile","benthic","continental slope",0,"diel_no",NA,"refuge_NA",NA,"season_NA","shoaling",41,"elongated",5.15575784349625,0.0428873675194979,0.89197088973677,0,0,0,1,0,4.32825,NA,0.29,0.7,0,0.5,0,NA,"none"
32.7477223252604,4.66666666666665,"Actinopterygii","Aulopiformes","Paralepididae","Arctozenus risso","none","adult","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",1,"season_yes","solitary",30,"elongated",13.1973470810214,0.0307084096156233,0.916094246251108,0,0,0,1,0,4.3,15.8,4.615,52,4,0,22.2684511811771,3.22,"none"
32.7477223252604,4.66666666666665,"Actinopterygii","Aulopiformes","Paralepididae","Arctozenus risso","none","juvenile","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",1,"season_yes","solitary",NA,"elongated",13.1973470810214,0.0307084096156233,0.916094246251108,0,0,0,1,0,4.3,15.8,4.615,38.8888888888889,0,0.5,0,NA,"none"
29.9960625970498,9.02460995505148,"Cephalopoda","Octopoda","Argonautidae","Argonauta argo","none","adult","epipelagic","oceanic",0,"diel_no",0,"refuge_no",1,"season_yes","schooling",15,"compressiform",2.77803979041028,0.0687717239198642,0.500065631996491,1,0,1,0,0,NA,NA,NA,13.11,2.37,1.6,0,4.5,"commercial"
31.0242350001808,9.02460995505148,"Cephalopoda","Octopoda","Argonautidae","Argonauta nodosus","none","adult","epipelagic","oceanic",0,"diel_no",0,"refuge_no",1,"season_yes","schooling",13.79,"compressiform",1.74109797924799,0.100304885680282,0.444491217911405,1,0,1,0,0,NA,NA,NA,5,0,0.1,0,NA,"none"
17.4,9.02460995505148,"Cephalopoda","Octopoda","Argonautidae","Argonauta nouryi","none","adult","epipelagic","oceanic",0,"diel_no",0,"refuge_no",NA,"season_NA","schooling",17.4,"compressiform",NA,NA,NA,1,0,1,0,0,NA,NA,NA,0.5,0.1,0,0,3.44,"none"
9.86711726325134,24.7947748227462,"Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus aculeatus","none","adult","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",0,"season_no","solitary",8.3,"compressiform",1.68311866984355,0.109884274313756,0.841177800826606,1,0,0,1,0,3.428,11.3,1,0.5,0,0,0,3.71,"none"
11,24.7947748227462,"Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus olfersii","none","adult","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",NA,"season_NA",NA,11,"compressiform",1.97490772453378,0.0879693791807599,0.759731568098875,1,0,0,1,0,3.5,14.8,1.3,100,0,0,8.95052974699482,3.36,"none"
25,15.1837130515041,"Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus imperialis","none","adult","benthic","continental shelf",1,"diel_yes",1,"refuge_yes",1,"season_yes","solitary",25,"depressiform",2.95439822313399,0.0599815112173624,0.843008555060385,0,0,1,0,0,5.4,18.8,1.8,24.0740740740741,0,0,0,3.84,"commercial"
60,9.15408758669816,"Actinopterygii","Ateleopodiformes","Ateleopodidae","Ateleopus natalensis","none","juvenile","benthic","continental shelf",NA,"diel_UN",NA,"refuge_NA",NA,"season_NA",NA,25.8,"elongated",13.3488106490233,0.0181441084752163,0.94681268494452,0,0,0,0,0,NA,NA,NA,0.5,0.3,0.5,0,NA,"none"
45,5.25055219190287,"Actinopterygii","Atheriniformes","Atherinidae","Atherinopsis californiensis","none","juvenile","epipelagic","coastal",0,"diel_no",0,"refuge_no",1,"season_yes","schooling",16,"elongated",6.09838378126636,0.0363555883334569,0.82531001977582,1,0,0,1,1,NA,NA,1.484,0,0,0,9.46,NA,"none"
1.1,NA,"Gastropoda","Littorinimorpha","Atlantidae","Atlanta peronii","none","adult","epipelagic","oceanic",1,"diel_yes",0,"refuge_no",0,"season_no","solitary",1.1,"compressiform",1.60585905475616,0.0559896299204382,1,1,1,0,0,0,NA,NA,NA,1.85185185185185,0,0,0,3.4,"none"
0.21,13.2277038321486,"Malacostraca","Decapoda","Axiidae","Axius stirhynchus","none","adult","benthic","coastal",NA,"diel_UN",1,"refuge_yes",NA,"season_NA","shoaling",0.21,"elongated",5.40001686237732,0.0153916311884278,0.841473690276954,1,0,0,0,0,NA,NA,NA,4,0,0,0,NA,"none"
60,1.58621304194619,"Actinopterygii","Tetraodontiformes","Balistidae","Balistes punctatus","none","juvenile","demersal","coastal",NA,"diel_UN",NA,"refuge_NA",NA,"season_NA","solitary",NA,"compressiform",2.31521759704951,0.0583284431658351,0.817719444437945,0,0,1,0,0,NA,NA,NA,1.1,0.2,0.2,0,NA,"none"
10,17.3267326732673,"Actinopterygii","Ophidiiformes","Aphyonidae","Barathronus parfaiti","none","adult","bathypelagic","oceanic",NA,"diel_UN",0,"refuge_no",NA,"season_NA","solitary",10,"eel-like",5.51114255394411,0,1,0,1,0,0,0,NA,NA,NA,1.85185185185185,0,0,0,3.4,"none"
16,17.1075038453087,"Actinopterygii","Stomiiformes","Stomiidae","Bathophilus flemingi","none","adult","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",NA,"season_NA","solitary",16,"elongated",8.63390629331855,0.0230372481335795,0.913341896122662,0,0,1,0,0,NA,NA,NA,0.5,0.1,0,0,3.5,"none"
23,6.52173913043478,"Actinopterygii","Scorpaeniformes","Agonidae","Bathyagonus pentacanthus","none","adult","demersal","continental shelf",0,"diel_no",1,"refuge_yes",NA,"season_NA","solitary",23,"elongated",10.6982645836794,0.0476063468486023,0.89496442103633,1,0,0,0,1,NA,NA,NA,0,0,0,0,3.2,"none"
15.7127376077956,15.9106583614027,"Actinopterygii","Argentiniformes","Bathylagidae","Bathylagoides wesethi","none","adult","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",NA,"season_NA","schooling",13.5,"elongated",7.92963727743795,0.0851668058762836,0.859175551515747,0,0,0,1,1,2.85,8.5,2.4,0,0,0,0,3.4,"none"
103.5,2.15458937198068,"Actinopterygii","Beloniformes","Belonidae","Belone belone","none","juvenile","epipelagic","coastal",0,"diel_no",0,"refuge_no",1,"season_yes","schooling",28.5,"elongated",16.6221510919748,0.0222358496041477,0.882398975225071,0,0,0,1,1,6.2,20.1,2.9,8.7,0,7.1,0,NA,"none"
13.392827940037,12.3300970873786,"Actinopterygii","Myctophiformes","Myctophidae","Benthosema glaciale","none","adult","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",10.3,"fusiform",4.76479999027014,0.0736038935586767,0.769068343602686,0,0,1,1,0,7.08,13.95,10.6,10.3,0,0.7,0,2.99,"potential"
13.392827940037,12.3300970873786,"Actinopterygii","Myctophiformes","Myctophidae","Benthosema glaciale","none","juvenile","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",4.75,"fusiform",4.76479999027014,0.0736038935586767,0.769068343602686,0,0,1,1,0,7.08,13.95,10.6,2,0.1,0,3.25068639321285,NA,"none"
24.715869386552,5.73333333333331,"Cephalopoda","Oegopsida","Gonatidae","Berryteuthis anonychus","none","juvenile","mesopelagic","oceanic",1,"diel_yes",1,"refuge_yes",1,"season_yes","schooling",10,"fusiform",5.41472852037061,0.0539881723935213,0.606897526662022,0,0,1,0,0,4.26,10.6,1.35,38.5,9,0,0,NA,"potential"
70,2.72307244510636,"Actinopterygii","Beryciformes","Berycidae","Beryx splendens","none","juvenile","mesopelagic","continental slope",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",33.2,"fusiform",3.31717375787226,0.0963723017930209,0.786926233530097,1,0,0,1,1,NA,19.71,2.615,1.6,0.2,0.4,0,NA,"none"
20,4.87857020853057,"Actinopterygii","Perciformes","Blenniidae","Blennius ocellaris","none","juvenile","epipelagic","continental shelf",0,"diel_no",1,"refuge_yes",NA,"season_NA","solitary",9.73,"elongated",4.27898298111615,0.128342694057521,0.794358354390595,1,0,1,0,0,NA,NA,NA,5.55555555555556,0,0,0,NA,"none"
40,3.7012951746064,"Actinopterygii","Perciformes","Sparidae","Boops boops","none","juvenile","demersal","continental shelf",1,"diel_yes",0,"refuge_no",0,"season_no","schooling",14.3,"fusiform",4.6049216738429,0.0729212876457039,0.817281480481137,1,0,1,1,1,8,19.8,5.8,11.1111111111111,0,0,0,NA,"none"
26.3410721611391,18.5294117647059,"Cephalopoda","Oegopsida","Brachioteuthidae","Brachioteuthis riisei","none","juvenile","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",1,"season_yes",NA,6.6,"fusiform",6.88338765892976,0.0672648224495483,0.645379956290468,0,1,0,0,0,NA,NA,NA,29.6296296296296,0,0,0,NA,"none"
0.21,13.2277038321486,"Malacostraca","Amphipoda","Brachyscelidae","Brachyscelus crusculum","adult","adult","epipelagic","continental shelf",1,"diel_yes",0,"refuge_no",0,"season_no","schooling",0.21,"fusiform",4.25470332127997,0.117075714794915,0.778255217418605,1,0,0,0,0,NA,NA,NA,92.5925925925926,0,0,0,NA,"none"
0.21,13.2277038321486,"Malacostraca","Amphipoda","Brachyscelidae","Brachyscelus crusculum","none","adult","epipelagic","continental shelf",1,"diel_yes",0,"refuge_no",0,"season_no","schooling",0.21,"fusiform",4.25470332127997,0.117075714794915,0.778255217418605,1,0,0,0,0,NA,NA,NA,14.5,6.2,2.2,0,NA,"none"
0.5,13.2277038321486,"Malacostraca","Amphipoda","Brachyscelidae","Brachyscelus macrocephalus","none","adult","epipelagic","continental shelf",1,"diel_yes",0,"refuge_no",NA,"season_NA","schooling",0.5,"fusiform",NA,NA,NA,1,0,0,0,0,NA,NA,NA,0,0,0,0,NA,"none"
100,1.32037692000532,"Actinopterygii","Perciformes","Bramidae","Brama brama","none","juvenile","epipelagic","oceanic",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",NA,"compressiform",2.83664382008211,0.0478158503032996,0.757359497010879,0,0,0,1,1,NA,NA,NA,0,0,0,0,NA,"none"
42,1.85265311252924,"Actinopterygii","Perciformes","Bramidae","Brama orcini","none","juvenile","epipelagic","continental shelf",1,"diel_yes",0,"refuge_no",NA,"season_NA","schooling",NA,"compressiform",2.65651997711393,0.0628232329953204,0.692844722207276,0,0,0,1,1,NA,NA,NA,3,0.190077932,0,0,NA,"none"
10.5335310014569,4.54964248169341,"Actinopterygii","Gadiformes","Bregmacerotidae","Bregmaceros mcclellandi","none","adult","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",1,"season_yes",NA,9.6,"elongated",6.39146003196012,0.0409421713537944,0.911375302229822,0,0,0,1,1,NA,15,1.6,2.1,0.3,0.2,0,3.3,"commercial"
0.4,NA,"Hexanauplia","Calanoida","Calanidae","Calanus finmarchicus","none","adult","epipelagic","oceanic",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",0.4,"fusiform",4.41728752798318,0,0.677102832890904,1,1,0,0,0,6.36,11,7.96,3.7037037037037,0,0,0,2.37,"none"
50,1.58621304194619,"Actinopterygii","Tetraodontiformes","Balistidae","Canthidermis maculata","none","juvenile","epipelagic","coastal",0,"diel_no",1,"refuge_yes",0,"season_no","schooling",8.29,"compressiform",3.07111547875522,0.0462861369896785,0.830266635429824,1,0,1,0,1,1.92,20.58,0.59,1.6,0.1,0,0,NA,"none"
30,4.87857020853057,"Actinopterygii","Perciformes","Caproidae","Capros aper","none","adult","demersal","continental shelf",NA,"diel_UN",1,"refuge_yes",NA,"season_NA","schooling",30,"compressiform",2.2884468276774,0.114707019421275,0.761140992517296,1,0,0,1,0,6.2,17.2,4.8,0.8620689655,0.22,0.06,0,3.14,"of no interest"
30,4.87857020853057,"Actinopterygii","Perciformes","Caproidae","Capros aper","none","juvenile","epipelagic","continental shelf",NA,"diel_UN",0,"refuge_no",NA,"season_NA","schooling",8.2,"compressiform",2.2884468276774,0.114707019421275,0.761140992517296,1,0,1,0,0,6.2,17.2,4.8,14.2857142857143,0,0,0,NA,"none"
11.5,NA,"Gastropoda","Littorinimorpha","Carinariidae","Carinaria lamarckii","none","adult","epipelagic","oceanic",NA,"diel_UN",0,"refuge_no",NA,"season_NA","solitary",11.5,"fusiform",4.27872275311848,0,1,1,1,0,0,0,NA,NA,NA,34.2857142857143,0,0,0,NA,"none"
NA,NA,NA,NA,NA,"Cavolinia tridentata","none","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0.1,0,NA,NA
187.826915701525,4.23913043478261,"Actinopterygii","Perciformes","Centrolophidae","Centrolophus niger","none","larva","epipelagic","oceanic",NA,"diel_UN",0,"refuge_no",NA,"season_NA","schooling",NA,"elongated",4.21282623849809,0.0392637426586238,0.798607587415024,0,1,0,0,0,NA,17.25,6.074,1.85185185185185,0,0,0,NA,"none"
88,9.15408758669816,"Actinopterygii","Lophiiformes","Ceratiidae","Ceratias tentaculatus","none","juvenile","demersal","continental shelf",NA,"diel_UN",NA,"refuge_NA",NA,"season_NA",NA,NA,"compressiform",2.87649927478139,0.016449969931753,0.716383849548678,1,0,0,0,0,NA,NA,NA,0.5,0.1,0.3,0,NA,"none"
10.5322651117163,22.2222222222222,"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus maderensis","adult","adult","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",8.1,"fusiform",6.06699915722744,0.0821437739952277,0.769065335336972,0,0,1,1,1,7.22,NA,8.2,29.6296296296296,0,0,0,3.05,"none"
18.4,10.2114448262183,"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus townsendi","larva","larva","epipelagic","oceanic",1,"diel_yes",0,"refuge_no",0,"season_no","schooling",1.45,"elongated",5.81498036971857,0.0788866667037566,0.771725736829658,0,1,1,0,0,7.15666666666667,9.2,11.1666666666667,0.996677740863787,0,0,0,NA,"none"
18.4,10.2114448262183,"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus townsendi","none","juvenile","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",0,"season_no","schooling",NA,"fusiform",5.81498036971857,0.0788866667037566,0.771725736829658,0,0,1,1,1,7.15666666666667,9.2,11.1666666666667,7.7,0.6,0,0,NA,"none"
10.7234943571089,22.2222222222222,"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus warmingii","none","adult","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",8.1,"fusiform",5.95778808142091,0.0724484697762948,0.755350796135803,0,0,1,1,1,NA,11.5,6.24,5.6,0.8,0.2,0,3.4,"none"
0.2,NA,"Hydrozoa","Siphonophorae","Diphyidae","Chelophyes appendiculata","none","adult","epipelagic","continental shelf",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",0.2,"fusiform",4.10585429301604,0,1,1,1,0,0,0,NA,NA,NA,16,0,0,0,NA,"none"
29.9384245654508,4.87857020853057,"Actinopterygii","Perciformes","Chiasmodontidae","Chiasmodon niger","none","juvenile","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",NA,"season_NA","solitary",NA,"elongated",7.12672753263239,0.0396079535991368,0.835047279971112,1,0,0,0,0,NA,NA,56.89,9.5,1.7,1.6,0,NA,"none"
40.4,17.3267326732673,"Actinopterygii","Ophidiiformes","Ophdiidae","Chilara taylori","none","juvenile","epipelagic","continental shelf",NA,"diel_UN",0,"refuge_no",NA,"season_NA","solitary",NA,"eel-like",6.88167236075799,0.0412058946597092,1,0,0,1,0,0,3.39,NA,NA,0,0,0,0,NA,"none"
130,4.53635472797972,"Cephalopoda","Oegopsida","Chiroteuthidae","Chiroteuthis veranii","none","juvenile","epipelagic","oceanic",1,"diel_yes",0,"refuge_no",NA,"season_NA","shoaling",NA,"elongated",11.6644740226409,0.0586785201725694,0.271312387273858,0,0,1,0,0,NA,NA,1.2,36.06,8.69,0,0,NA,"none"
40,7.5,"Actinopterygii","Aulopiformes","Chlorothalmidae","Chlorophthalmus agassizi","none","juvenile","demersal","continental shelf",0,"diel_no",0,"refuge_no",1,"season_yes","schooling",11.5,"elongated",6.81360990942104,0.108228867341122,0.82346975625736,0,0,1,1,0,4.43,22.34,0.53,2.85714285714286,0,0,0,NA,"none"
32.5375876759007,5.83940032348266,"Actinopterygii","Perciformes","Pomacentridae","Chromis punctipinnis","none","juvenile","epipelagic","coastal",1,"diel_yes",1,"refuge_yes",1,"season_yes","schooling",14,"fusiform",3.12502130748632,0.0579942294591556,0.768342147826665,1,0,0,0,0,NA,NA,NA,0,0,0,0,NA,"none"
20.2118670033495,7.99055640964786,"Cephalopoda","Decapodiformes","Chtenopterygidae","Chtenopteryx sicula","none","juvenile","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",0,"season_no",NA,6,"fusiform",4.00770390564239,0.0953678953034641,0.494758846292766,0,1,1,0,0,NA,NA,NA,33.3333333333333,0,0,0,NA,"none"
41,11.0709091415093,"Actinopterygii","Pleuronectiformes","Paralichthyidae","Citharichthys sordidus","none","juvenile","demersal","continental shelf",1,"diel_yes",1,"refuge_yes",1,"season_yes","shoaling",11.9,"depressiform",2.93052140880576,0.0699994338679431,0.837175390427177,0,0,1,0,0,3.47,17,11.8666666666667,0,0,0,0,NA,"none"
NA,NA,NA,NA,NA,"Clio pyramidata","none","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1111111111111,0,0,0,NA,NA
46,6.85010219703778,"Actinopterygii","Clupeiformes","Clupeidae","Clupea pallasii","none","juvenile","epipelagic","coastal",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",21.4,"fusiform",5.20221713727506,0.0561951864483175,0.825122567585587,0,0,0,1,1,NA,NA,NA,0,0,0,0,NA,"minor commercial"
44.7516792857244,10,"Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","adult","adult","epipelagic","oceanic",0,"diel_no",0,"refuge_no",1,"season_yes","schooling",40,"elongated",8.49401274727012,0.0318175447821097,0.893821207124173,0,0,0,1,1,6.29712,19.776069,8.53161555555556,54.35,0,23.3,0,3.71,"highly commercial"
44.7516792857244,10,"Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","juvenile","juvenile","epipelagic","oceanic",0,"diel_no",1,"refuge_yes",1,"season_yes","schooling",22.7,"elongated",8.49401274727012,0.0318175447821097,0.893821207124173,0,0,0,1,1,6.29712,19.776069,8.53161555555556,18,3.953620985,20,11.91,NA,"none"
44.7516792857244,10,"Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","none","juvenile","epipelagic","oceanic",0,"diel_no",1,"refuge_yes",1,"season_yes","schooling",22.7,"elongated",8.49401274727012,0.0318175447821097,0.893821207124173,0,0,0,1,1,6.29712,19.776069,8.53161555555556,45.5,11.1,0.00609243441494352,0,NA,"none"
NA,4.87857020853057,"Actinopterygii","Perciformes","Priacanthidae","Cookeolus japonicus","none","adult","demersal","reef-associated",0,"diel_no",1,"refuge_yes",1,"season_yes","solitary",69,"fusiform",3.19773664074539,0.0920740252315363,0.780618531163437,1,0,0,1,0,NA,NA,NA,0.5,0.2,0,0,3.5,"commercial"
210,6.66666666666667,"Actinopterygii","Perciformes","Coryphaenidae","Coryphaena hippurus","none","larva","epipelagic","oceanic",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",14,"elongated",5.51641012123528,0.0235684456096152,0.780066691479545,0,1,0,0,0,NA,NA,NA,0.3,0.0190077932,0,0,NA,"none"
20.8192192744261,25.3333333333334,"Cephalopoda","Oegopsida","Cranchiidae","Cranchia scabra","none","juvenile","epipelagic","oceanic",NA,"diel_UN",0,"refuge_no",NA,"season_NA",NA,13,"globiform",2.48701521305014,0.071597931105658,0.720488112559805,0,1,0,0,0,NA,NA,NA,1.1,0.1,0,0,NA,"none"
101,7.06602519861735,"Actinopterygii","Perciformes","Nomeidae","Cubiceps capensis","none","juvenile","epipelagic","oceanic",NA,"diel_UN",0,"refuge_no",NA,"season_NA","schooling",NA,"fusiform",4.36444781004189,0.0550284965003339,0.846594016997028,1,0,0,1,1,NA,NA,NA,0.7,0.1,0.5,0,NA,"none"
107,13.6448598130841,"Actinopterygii","Perciformes","Nomeidae","Cubiceps gracilis","none","larva","epipelagic","oceanic",NA,"diel_UN",0,"refuge_no",1,"season_yes","schooling",14.6,"fusiform",4.70501050417852,0.0648165101356274,0.796390424852737,0,1,0,0,0,3.809,NA,18.9,10,0,0,12,NA,"none"
20,5.2046356054299,"Actinopterygii","Perciformes","Nomeidae","Cubiceps pauciradiatus","none","adult","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",0,"season_no","schooling",20,"fusiform",4.56836672675342,0.0741774131177847,0.826186562516286,1,0,0,1,0,NA,NA,NA,70.7,69.4,69.4,0,3.6,"none"
20.3,4.87857020853057,"Actinopterygii","Perciformes","Embiotocidae","Cymatogaster aggregata","none","adult","demersal","coastal",0,"diel_no",1,"refuge_yes",1,"season_yes","shoaling",20.3,"compressiform",3.15000114304272,0.0738456376905071,0.796069697673337,1,0,1,1,0,4.68,13.7,2.50842105263158,0.5,0.1,0,0,2.99,"minor commercial"
