QueryPreyClass,family,species,species_life,Adult Image #,Juvenile Image #,Larvae image #,Ref,prey_life,life_stage,TunaDietNote,depth_shallow,depth_deep,temp_min,temp_max,temp_mean,vert_habitat,vert_habitat_ordinal,vert_other,horz_habitat,horz_habitat_ordinal,horz_other,habitat_long,habitat_combi,habitat_notes,HabSource,DemersPelag,HabitatDetail,Climate,ClimateRef, ,diel_active,diel_migrant,diel_ref,diel_url1,diel_url2,diel_note,refuge,RefugeNote,season_migrant,season_notes,season_REF,season_URL,AnaCat,body_shape,body_shape_ordinal,BShapeRatio,LminRep,LmaxRep,LAveRep,LAveCalc,LAveREF,LFrac,Lcom,Lmat,Lmax,LTypeMaxM,L_Ref,L_URL,L_URL2,L_notes,phys_defense,defense_spines,exoskeleton,ColourDisrupt,Silvering,Countershade,Photophores,gregarious,greg_note,greg_ref,greg_URL,VisualDetect,TrophicLevel,SETrophicLevel,TrophEstimate,IUCNstatus,Commercial,Recreational,Source,URL,URL2,AuthorRef, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14
Actinopterygii,Sebastidae,Sebastes proriger,Sebastes proriger (adult),6,1,1,v3.boldsystems.org; Darren Baker; NOAA; NMFS;  Archipelago Marine Research ,,adult,,12,425,3.7,6.6,5.4,demersal,2,,continental shelf,4,,continental shelf demersal,continental demersal,,FishBase,bathydemersal,Occur in areas where rocky reefs and steep silt-covered cliff faces meet gently sloping sand or mud bottoms (Ref. 27436). Found hovering just off the bottom or resting on a rocky perch,subtropical temperate,,,NA,0, (Matthews et al. 1986),https://archive.fisheries.noaa.gov/wcr/publications/nepa/groundfish/groundfish_efh_eis/fmp-appendix-b2.pdf,,"Redstripe rockfish are very sedentary, exhibiting little or no movement from a home habitat or range",1,,0,look at figure 2,"Article Source: Seasonal monitoring of deep-sea megabenthos in Barkley Canyon cold seep by internet operated vehicle (IOV) Doya C, Chatzievangelou D, Bahamon N, Purser A, De Leo FC, et al. (2017) Seasonal monitoring of deep-sea megabenthos in Barkley Canyon cold seep by internet operated vehicle (IOV). PLOS ONE 12(5): e0176917. https://doi.org/10.1371/journal.pone.0176923",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0176923,NA,fusiform ,3,NA,,,,,,,NA,30,61,TL,"Cope, J. M. (2013). Implementing a statistical catch-at-age model (Stock Synthesis) as a tool for deriving overfishing limits in data-limited situations. Fisheries Research, 142, 3-14.",https://www.fishbase.se/summary/Sebastes-proriger.html,https://doi.org/10.1016/j.fishres.2012.03.006,,1,16,0,,,,,schooling,"This species usually lives over high-relief, rugged bottoms and may form dense schools that rise off the bottom during the day and disperse at night",,https://wdfw.wa.gov/species-habitats/species/sebastes-proriger,,3.8,0.7,Relatives,UN,commercial,1,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Sebastidae,Sebastes wilsoni,Sebastes wilsoni (adult),2,2,0,"wikipedia; NOAA; NMFS; Love, M.",,adult,,30,274,4.6,9.5,6.4,demersal,2,,continental shelf,4,,continental shelf demersal,continental demersal,,FishBase,demersal,NA,subtropical temperate,,,NA,1,"Brodeur, R.D., Pearcy, W.G., 1983. Food habits and dietary overlap of some shelf rockfishes (genus Sebastes) from the northeastern Pacific Ocean. Fish. Bull. 82, 269 – 293.",https://www.pmel.noaa.gov/foci/publications/2001/brodS368.pdf,," In rockfishes of the genus Sebastes, however, the majority of studies have revealed a dependence on hard bottom substrates, often with substantial vertical relief",1,,0,look at figure 2,"Article Source: Seasonal monitoring of deep-sea megabenthos in Barkley Canyon cold seep by internet operated vehicle (IOV) Doya C, Chatzievangelou D, Bahamon N, Purser A, De Leo FC, et al. (2017) Seasonal monitoring of deep-sea megabenthos in Barkley Canyon cold seep by internet operated vehicle (IOV). PLOS ONE 12(5): e0176917. https://doi.org/10.1371/journal.pone.0176924",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0176924,NA,fusiform ,3,NA,,,,,,,NA,NA,23,TL,,https://www.fishbase.se/summary/Sebastes-wilsoni.html,,,1,16,0,,,,,schooling,Description and growth of larval and pelagic juvenile pygmy rockfish (Sebastes wilsoni) (family Sebastidae).  Described as 'clouds',,http://fishbull.noaa.gov/1023/laidig.pdf ,,3.6,0.6,Relatives,UN,of no interest,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Sebastidae,Sebastes zacentrus,Sebastes zacentrus (adult),5,0,,,,adult,,26,476,3.5,7.8,5.2,demersal,2,,continental shelf,4,,continental shelf demersal,continental demersal,,FishBase,bathydemersal,NA,subtropical temperate,,,NA,1,"Brodeur, R.D., Pearcy, W.G., 1983. Food habits and dietary overlap of some shelf rockfishes (genus Sebastes) from the northeastern Pacific Ocean. Fish. Bull. 82, 269 – 293.",https://www.pmel.noaa.gov/foci/publications/2001/brodS368.pdf,," In rockfishes of the genus Sebastes, however, the majority of studies have revealed a dependence on hard bottom substrates, often with substantial vertical relief",1,,0,look at figure 2,"Article Source: Seasonal monitoring of deep-sea megabenthos in Barkley Canyon cold seep by internet operated vehicle (IOV) Doya C, Chatzievangelou D, Bahamon N, Purser A, De Leo FC, et al. (2017) Seasonal monitoring of deep-sea megabenthos in Barkley Canyon cold seep by internet operated vehicle (IOV). PLOS ONE 12(5): e0176917. https://doi.org/10.1371/journal.pone.0176925",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0176925,NA,fusiform ,3,3.558625973,,,,,,,NA,25,45,TL,,https://www.fishbase.se/summary/Sebastes-zacentrus.html,,,1,16,0,,,,,schooling; shoaling,"They occurred in dense patches on and within 2 m of the bottom, often mixed with pygmy rockfish. ",,https://archive.fisheries.noaa.gov/wcr/publications/nepa/groundfish/groundfish_efh_eis/fmp-appendix-b2.pdf,,3.7,0.6,Relatives,UN,NA,1,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Sparidae,Boops boops,Boops boops (adult),6,0,0,fishbase,,adult,,0,350,11.7,27.7,17.8,demersal,2,,continental shelf,4,,continental shelf demersal,continental demersal,,FishBase,demersal,,subtropical; temperate tropical,,,NA,1,"Gregarious, ascending to the surface mainly at night",https://www.fishbase.se/summary/Boops-boops.html,,,1,,1,,,,oceanodromous,fusiform ,3,NA,,,,,,,20,14.3,40,TL,,https://www.fishbase.se/summary/Boops-boops.html,,,1,15,0,,,,,schooling,,,https://en.wikipedia.org/wiki/Boops_boops,,2.79,0.041,Species,LC,highly commercial,1,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Sparidae,Diplodus sargus,Diplodus sargus (adult),6,2,0,fishbase,,adult,,0,50,15,24.1,18.8,demersal,2,,reef-associated,2,,reef-associated demersal,reef-associated,"Reef-associated selected = most reef associated species in this dataset blend from demersal to mid-water column, and the fact that they occur exclusively on reef is what matters most to our analyses.",FishBase,demersal,,tropical; subtropical; temperate,,,crepuscular,0,"Figueiredo, M., Morato, T., Barreiros, J. P., Afonso, P., & Santos, R. S. (2005). Feeding ecology of the white seabream, Diplodus sargus, and the ballan wrasse, Labrus bergylta, in the Azores. Fisheries Research, 75(1-3), 107-119.",https://doi.org/10.1016/j.fishres.2005.04.013,,"demersal species and diet mainly consists of algae and benthic invertbrate, which shows no indication for diel migration, at least for feeding",1,,1,,,,oceanodromous,fusiform ,3,NA,,,,,,,22,21,45,TL,"Mouine, N., Francour, P., Ktari, M. H., & Chakroun-Marzouk, N. (2012). Reproductive biology of four Diplodus species Diplodus vulgaris, D. annularis, D. sargus sargus and D. puntazzo (Sparidae) in the Gulf of Tunis (central Mediterranean). Journal of the Marine Biological Association of the United Kingdom, 92(3), 623-631.",https://www.fishbase.se/summary/Diplodus-sargus.html,https://doi-org.login.ezproxy.library.ualberta.ca/10.1017/S0025315411000798,,1,14,0,,,,,schooling,,,http://www.seafishinghowto.com/marine-species/fish/sargo-diplodus-sargus.html,,3.38,0.088,Species,LC,minor commercial,1,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Sparidae,Spondyliosoma cantharus,Spondyliosoma cantharus (adult),6,0,1,"Patzner, R.; Feitas, R.; Cambraia Duarte; P.M.N.; Dammous S.; De Sanctis; A.; Vasco M.P. Ferreira; Halbeisen, H-W",,adult,,5,300,7,17.2,10.2,benthopelagic,4,midwater,coastal,3,,coastal benthopelagic,benthopelagic,Benthopelagic selected = true water column migrant over coastal soft sediment.,FishBase,benthopelagic,Found over seagrass beds and rocky and sandy bottoms to about 300 m,subtropical; temperate tropical,,,NA,0,"Rodriguez, J. M., Cabrero, A., Gago, J., Guevara-Fletcher, C., Herrero, M., de Rojas, A. H., Garcia, A., Laiz-Carrion, R. et al.  (2015) Vertical distribution and migration of fish larvae in the NW Iberian upwelling system during the winter mixing period: Implications for cross-shelf distribution. Fish. Oceanogr. , 24, 274–290. doi:10.1111/fog.12107.",https://onlinelibrary.wiley.com/doi/pdf/10.1111/fog.12107,,see table 3,1,,1,Spend winters in deep water and come inshore from April to June to breed. ,Collins & Mallinson 2012 (https://www.ingentaconnect.com/content/sut/unwt/2012/00000030/00000004/art00002#) ,,oceanodromous,fusiform ,3,NA,,,,,,,30,19.7,60,SL,,https://www.fishbase.se/summary/Spondyliosoma-cantharus.html,,,1,11,0,,,,,schooling,"Gregarious, sometimes in large schools",,https://www.fishbase.se/summary/Spondyliosoma-cantharus.html,,3.34,0.22,Species,LC,commercial,1,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Sternoptychidae,Argyropelecus olfersii,Argyropelecus olfersii (adult),6,1,0,fishbase,,adult,,100,800,5.1,13.3,8.5,mesopelagic,6,,oceanic,6,,oceanic mesopelagic,mesopelagic,,FishBase,bathypelagic,"oceanic, mesopelagic with adults and juveniles at 200-800 m by day and 100 (sometimes shallower)-600 m by night, pre-metamorphic larvae at 100-300 m. Adults and juveniles make short diel vertical migrations",subtropical temperate,,,NA,1,,https://www.fishbase.se/summary/Argyropelecus-olfersii.html,,"Oceanic, mesopelagic with adults and juveniles at 200-800 m by day and 100 (sometimes shallower)-600 m by night, pre-metamorphic larvae at 100-300 m. Adults and juveniles make short diel vertical migrations.",0,,1,Oceanodromous,,,oceanodromous,compressiform,5,NA,,,,,,,NA,NA,9,TL,,https://www.fishbase.se/summary/Argyropelecus-olfersii.html,,,1,2,0,,,,,UN,,,,,3.36,0.41,Species,LC,NA,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Sternoptychidae,Maurolicus imperatorius,Maurolicus imperatorius (adult),1,0,0,fishbase,,adult,,0,400,NA,NA,NA,mesopelagic,6,epipelagic,oceanic,6,,oceanic mesopelagic,mesopelagic,Mesopelagic selected = the most common portion of the water column it is found,FishBase,bathypelagic,Adults form dense aggregations at daytime in upper mesopelagic waters and disperses at night on the surface,subtropical; tropical,,,NA,1,"Savinykh, V.F. & Baytalyuk, A.A. J. Ichthyol.  New data on biology of the pearlfish Maurolicus imperatorius (Sternopthychidae) fom the emperor seamount chain. (2010) 50: 148. https://doi.org/10.1134/S0032945210020025",https://link.springer.com/article/10.1134/S0032945210020025,,It forms dense aggregations at the daytime in the upper mesopelagial above the ground and disperses in the dark period of the day in the surficial layer. ,0,,1,Catches of this species are characterized by expressed seasonal dynamics of size composition. ,"Savinykh, V.F. & Baytalyuk, A.A. J. Ichthyol.  New data on biology of the pearlfish Maurolicus imperatorius (Sternopthychidae) fom the emperor seamount chain. (2010) 50: 148. https://doi.org/10.1134/S0032945210020025        https://link.springer.com/article/10.1134/S0032945210020025",,NA,compressiform,5,NA,,,,,,,NA,NA,6.8,SL,,https://www.fishbase.se/summary/Maurolicus-imperatorius.html,,,0,0,0,,,,,schooling; solitary,Adults form dense aggregations at daytime in upper mesopelagic waters and disperses at night on the surface ,,https://www.fishbase.se/summary/Maurolicus-imperatorius.html,,3.1,0.1,Relatives,UN,NA,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Sternoptychidae,Maurolicus muelleri,Maurolicus muelleri (adult),6,0,3,fishbase; FAO; NOAA,,adult,,271,1524,3.2,13.3,7.1,mesopelagic,6,epipelagic,continental shelf,4,,continental shelf mesopelagic,mesopelagic,Mesopelagic selected = the most common portion of the water column it is found,FishBase,bathypelagic,"Migrate in the water column at depths of 150-250 m during the day and to about 50 m at night (Ref. 57912, 107678). Mesopelagic (Ref. 5951); abundant near continental shelf-slope breaks and seamounts, rare in the open ocean",tropical; subtropical; temperate; polar; ,,,nocturnal,1,"Wang, X., Zhang, J., Zhao, X., Chen, Z., Ying, Y., Li, Z., ... & Zhou, M. (2019). Vertical distribution and diel migration of mesopelagic fishes on the northern slope of the South China sea. Deep Sea Research Part II: Topical Studies in Oceanography.",https://doi.org/10.1016/j.dsr2.2019.05.009,,,0,,0,"literature only discusses vertical migrations, so this is an assumption that they dont seasonally migrate",,,NA,elongated,2,NA,,,,,,,4,NA,8,TL,,https://www.fishbase.se/summary/Maurolicus-muelleri.html,,,0,0,0,,,,,schooling,We suggest that M. muelleri used schooling as an antipredator strategy due to the absence of dark periods.,,https://www.jstor.org/stable/24831685?seq=1#page_scan_tab_contents,,3.01,0,Species,LC,minor commercial,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Sternoptychidae,Sternoptyx diaphana,Sternoptyx diaphana (adult),6,0,2,"fishesofaustralia.net.au; alchetron.com; digitalfishlibrary.org; Love,M.; Orlov, A.; Reiner,F;NOAA; NMFS;  Beltrán-León, B.S./Raul Ríos Herrera",,adult,,400,3676,2.4,10.4,6.8,mesopelagic,6,bathypelagic,oceanic,6,,oceanic mesopelagic,mesopelagic,Mesopelagic selected = the most common portion of the water column it is found,FishBase,bathypelagic,Oceanic and non-vertical migrant (Ref. 4739). Mesopelagic at 275-1200 m (Ref. 58302). Commonly found in 500-800 m both day and night,tropical; subtropical; temperate,,,NA,0,,https://www.fishbase.se/summary/Sternoptyx-diaphana.html,,Oceanic and non-vertical migrant ,0,,0,,Hopkins & Baird 1973 (https://link.springer.com/article/10.1007/BF00351190) ,,oceanodromous,compressiform,5,NA,,,,,,,NA,2.6,5.5,SL,"Baird, R. C., & Jumper, G. Y. (1995). Encounter models and deep-sea fishes: numerical simulations and the mate location problem in Sternoptyx diaphana (Pisces, Sternoptychidae). Deep Sea Research Part I: Oceanographic Research Papers, 42(5), 675-696.",https://www.fishbase.se/summary/Sternoptyx-diaphana.html,https://doi.org/10.1016/0967-0637(95)00022-X,,0,0,0,,,,,solitary , density of 1-100 males per 10^6 m^3,"Encounter models and Deep-Sea fishes: numerical simulations and the mate location problem in Sternoptyx diaphana (Pisces, Sternoptychidae) . https://doi.org/10.1016/0967-0637(95)00022-X ",,,3.44,0.161,Species,LC,of no interest,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Sternoptychidae,Sternoptyx obscura,Sternoptyx obscura (adult),3,0,1,"montereybayaquarium.org; wrobelphoto.com; Reyes. P;  Beltrán-León, B.S./Raul Ríos Herrera",,adult,,500,2700,2.7,6.8,4.2,mesopelagic,6,bathypelagic,oceanic,6,,oceanic mesopelagic,mesopelagic,Mesopelagic selected = the most common portion of the water column it is found,FishBase,mesopelagic,,tropical; subtropical; temperate,,,NA,1,"Cornejo, R., & Koppelmann, R. (2006). Distribution patterns of mesopelagic fishes with special reference to Vinciguerria lucetia Garman 1899 (Phosichthyidae: Pisces) in the Humboldt Current Region off Peru. Marine Biology, 149(6), 1519-1537.",https://link.springer.com/article/10.1007%2Fs00227-006-0319-z,,,0,,0,"literature only discusses vertical migrations, so this is an assumption that they dont seasonally migrate",,,NA,compressiform,5,NA,,,,,,,NA,NA,4.5,SL,,https://www.fishbase.se/summary/Sternoptyx-obscura.html,,,0,0,0,,,,,solitary ,basing it off of Steroptyx diaphana,,https://doi.org/10.1016/0967-0637(95)00022-X ,,3.3,0.2,Relatives,LC,of no interest,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Stomateidae,Peprilus simillimus,Peprilus simillimus (adult),2,1,1,fishbase; https://biogeodb.stri.si.edu/sftep/en/thefishes/species/2638; FAO; NOAA ; https://www.flickr.com/photos/andrew_harmer/24558058152/,,adult,,9,91,8.3,21,10.1,benthopelagic,4,,coastal,3,,coastal benthopelagic,benthopelagic,Benthopelagic selected = true water column migrant over coastal soft sediment.,FishBase,benthopelagic,"Commonly found on sand bottom of exposed coasts. Usually occurs in shallow water near shore and often forms small, but fairly dense, schools",subtropical; temperate; tropical,,,NA,UN,,,,,1,,UN,,,,NA,compressiform,5,NA,,,,,,,NA,NA,28,SL,,https://www.fishbase.se/summary/Peprilus-simillimus.html,,,1,6,0,,,,,schooling,,,https://www.fishbase.se/summary/Peprilus-simillimus.html,,4,0.2,Relatives,LC,commercial,1,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Stomiidae,Bathophilus flemingi,Bathophilus flemingi (adult),1,1,0,fishbase,,adult,,225,1370,4.2,5.7,4.9,mesopelagic,6,bathypelagic,oceanic,6,,oceanic mesopelagic,mesopelagic,Mesopelagic selected = the most common portion of the water column it is found,FishBase,bathypelagic,,subtropical temperate,,,NA,1,"Davison, P. (2011). The specific gravity of mesopelagic fish from the northeastern Pacific Ocean and its implications for acoustic backscatter. ICES Journal of Marine Science, 68(10), 2064-2074.",https://doi-org.login.ezproxy.library.ualberta.ca/10.1093/icesjms/fsr140,,,0,,UN,,,,NA,elongated,2,NA,,,,,,,NA,NA,16,TL,,https://www.fishbase.se/summary/Bathophilus-flemingi.html,,,0,0,0,,,,,solitary,,,,,3.5,0.5,Species,UN,NA,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Stomiidae,Melanostomias valdiviae,Melanostomias valdiviae (adult),1,0,0,fishbase,,adult,,100,850,6.1,15.8,9.9,mesopelagic,6,,oceanic,6,,oceanic mesopelagic,mesopelagic,,FishBase,bathypelagic,,subtropical; temperate,,,NA,1,"Sutton, T.T., and T.L. Hopkins. 1996. Species composition, abundance, and vertical distribution of the stomiid (Pisces: Stomiiformes) assemblage of the Gulf of Mexico. Bulletin of Marine Science 59:530ñ542.; Davison, P. (2011). The specific gravity of mesopelagic fish from the northeastern Pacific Ocean and its implications for acoustic backscatter. ICES Journal of Marine Science, 68(10), 2064-2074.",https://doi-org.login.ezproxy.library.ualberta.ca/10.1093/icesjms/fsr140,https://www.ingentaconnect.com/content/umrsmas/bullmar/1996/00000059/00000003/art00007,,0,,0,"literature only discusses vertical migrations, so this is an assumption that they dont seasonally migrate",,,NA,elongated,2,NA,,,,,,,NA,NA,24.1,TL,,https://www.fishbase.se/summary/Leuroglossus-stilbius.html,,,0,0,0,,,,,solitary,,,http://www.madsci.org/posts/archives/2004-10/1098124784.Zo.r.html,,4.2,0.73,Species,LC,NA,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Stomiidae,Photonectes margarita,Photonectes margarita (adult),1,0,0,"Canadian Museum of Nature, Ottawa, Canada",,adult,,808,5087,2,4.6,3,mesopelagic,6,bathypelagic,oceanic,6,,oceanic mesopelagic,mesopelagic,Mesopelagic selected = the most common portion of the water column it is found,"FishBase; Masuda, H., K. Amaoka, C. Araga, T. Uyeno and T. Yoshino, 1984. The fishes of the Japanese Archipelago. Vol. 1. Tokai University Press, Tokyo, Japan. 437 p.",bathypelagic,,tropical; subtropical; temperate,,,NA,1,"Sutton, T. T., & Hopkins, T. L. (1996). Species composition, abundance, and vertical distribution of the stomiid (Pisces: Stomiiformes) fish assemblage of the Gulf of Mexico. Bulletin of Marine Science, 59(3), 530-542.",https://www-ingentaconnect-com.login.ezproxy.library.ualberta.ca/content/umrsmas/bullmar/1996/00000059/00000003/art00007,,rare species but data in one paper suggests vertical migration,0,,0,"literature only discusses vertical migrations, so this is an assumption that they dont seasonally migrate",,,NA,elongated,2,NA,,,,,,,NA,NA,39.6,SL,,https://www.fishbase.se/summary/Photonectes-margarita.html,,,0,0,0,,,,,UN,,,,,4.03,0.7,Species,LC,NA,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Syngnathidae,Entelurus aequoreus,Entelurus aequoreus (adult),2,0,1,fishbase; FAO; NOAA,,adult,,5,100,7.3,12.5,10.1,demersal,2,,continental shelf,4,,continental shelf demersal,continental demersal,,FishBase,demersal,,subtropical; temperate; ,,,NA,0,,https://www.iucnredlist.org/species/18258072/44775951,,,1,,0,,,https://www.iucnredlist.org/species/18258072/44775951,NA,eel-like,1,NA,,,,,,,32,NA,40,TL,,https://www.fishbase.se/summary/Entelurus-aequoreus.html,,,0,0,0,,,,,solitary,,,https://reeflifesurvey.com/species/entelurus-aequoreus,,3.539999962,0.4397,Species,LC,of no interest,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Syngnathidae,Syngnathus californiensis,Syngnathus californiensis (adult),1,0,0,Wikipedia,,adult,,0,15,12.1,27.9,17.2,demersal,2,,reef-associated,2,,reef-associated demersal,reef-associated,"Reef-associated selected = most reef associated species in this dataset blend from demersal to mid-water column, and the fact that they occur exclusively on reef is what matters most to our analyses.",FishBase,demersal,"Found in kelp beds, rarely in bays",subtropical; temperate,,,NA,UN,,,,,1,,UN,,,,NA,eel-like,1,NA,,,,,,,NA,NA,50,TL,,https://www.fishbase.se/summary/Syngnathus-californiensis.html,,,0,0,0,,,,,UN,,,,,3.37,0.51,Species,LC,NA,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Tetragonuridae,Tetragonurus atlanticus,Tetragonurus atlanticus (adult),3,0,2,fishbase; fish-watch.org;  American Society of Ichthyologists and Herpetologists,Add life stage rows,adult,,0,800,13.9,28.5,24.8,mesopelagic,6,epipelagic,oceanic,6,,oceanic mesopelagic,mesopelagic,Oceanic epipelagic for larvae/juveniles = because we know from Legendre (1934) study that likely larvae/juveniles are eaten,FishBase,pelagic-oceanic,"FishBase: Oceanic, mostly in the upper 91 m but adults probably deeper (Ref. 7251). Occasionally strays close to shore. IUCN fact sheet: Juveniles are epipelagic and adults are presumably mesopelagic. Most adults are taken singly far out at sea, or are occasionally found stranded on shores near deep water. Juveniles commonly live within the body cavity of pelagic tunicates, in the upper layers of the water column, while adults are meso- or bathypelagic and migrate to surface waters at night (Grey 1955). The teeth of Tetragonurids are adapted for browsing on soft-bodied coelenterates, ctenophores, macrozooplancton, and especially salps. Spawning occurs in spring and summer in the eastern Atlantic (Haedrich in press)",tropical; subtropical; temperate,,,NA,1,"Grey, M., 1955. The fishes of the genus Tetragmurus Risso. Dana Reports 8(41): 75.",http://www.fao.org/3/y4162e/y4162e56.pdf,https://www.iucnredlist.org/species/190296/42691929#habitat-ecology,"Juveniles commonly live within the body cavity of pelagic tunicates, in the upper layers of the water column, while adults are meso- or bathypelagic and migrate to surface waters at night (Grey 1955).",0,Association with salps: https://www.cambridge.org/core/journals/journal-of-the-marine-biological-association-of-the-united-kingdom/article/fish-in-salps-the-association-of-squaretails-tetragonurus-spp-with-pelagic-tunicates1/04C96C4168A460B63AF47DD740D24B0C,1,Oceanodromous,,,oceanodromous,elongated,2,NA,1.8,8.3,3.622727273,"Reported table for each taxon gives list of size ranges and the number each range, this is an approximate average value.",Legendre (1934),0.072454545,NA,NA,50,TL,,https://www.fishbase.se/summary/Tetragonurus-atlanticus.html,,,1,16,0,,,,,solitary,,,http://www.fao.org/3/y4162e/y4162e56.pdf,,3.64,0.37,Species,LC,of no interest,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Tetragonuridae,Tetragonurus cuvieri,Tetragonurus cuvieri (adult),6,0,2,"NOAA; NMFS; Francisco Jesús Martín de la Sierra Hernández;  Cruscanti, M;  Costa, F; iucnredlist.org; fishbiosystem.ru; australianmuseum.net",,adult,,1,800,5.6,17.9,10.1,mesopelagic,6,bathypelagic,oceanic,6,,oceanic mesopelagic,oceanic epipelagic,,iucnredlist,bathypelagic,"Fishbase: Oceanic, usually near surface; possibly near bottom",tropical; subtropical temperate,,,NA,1,"Haedrich, R.L. 1878. Tetragonuridae. Memorial University, Newfoundland, Canada.",http://www.fao.org/3/y4162e/y4162e56.pdf,,"A pelagic fish forming large loose schools across the continental shelf over sand/mud bottoms; depth range from 2 to 275 m at least, but most abundant at 155 to 225 m; near bottom during the day and migrating into the water column at night ; juveniles often found under floating weeds and with jellyfish.",0,Association with salps: https://www.cambridge.org/core/journals/journal-of-the-marine-biological-association-of-the-united-kingdom/article/fish-in-salps-the-association-of-squaretails-tetragonurus-spp-with-pelagic-tunicates1/04C96C4168A460B63AF47DD740D24B0C,1,Oceanodromous,,,oceanodromous,elongated,2,NA,,,,,,,NA,NA,70,TL,,https://www.fishbase.se/summary/Tetragonurus-cuvieri.html,,,1,19,0,,,,,schooling,perhaps occurs in schools,,https://www.fishbase.se/summary/Tetragonurus-cuvieri.html,,3.78,0.35,Species,LC,NA,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Trachipteridae,Desmodema polystictum,Desmodema polystictum (adult),1,0,0,fishbase,,adult,,0,500,12.2,27.1,19.4,mesopelagic,6,epipelagic,oceanic,6,,oceanic mesopelagic,mesopelagic,Mesopelagic selected = the most common portion of the water column it is found,FishBase,bathypelagic,,tropical; subtropical; temperate,,,NA,UN,,,,,0,,UN,,,,NA,elongated,2,NA,,,,,,,100,NA,110,TL,,https://www.fishbase.se/summary/Desmodema-polystictum.html,,,0,0,0,,,,,schooling,,,https://imr.brage.unit.no/imr-xmlui/bitstream/handle/11250/114452/sh_vol17_06(1)_1981.pdf?sequence=1,,4.15,0.51,Species,LC,commercial,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Trachipteridae,Trachipterus trachypterus,Trachipterus trachypterus (adult),3,0,0,fishbase; Reno,,adult,,100,600,8.9,20.5,13.5,mesopelagic,6,epipelagic,oceanic,6,,oceanic mesopelagic,mesopelagic,Mesopelagic selected = the most common portion of the water column it is found,FishBase,bathypelagic,"A rare (Ref. 2713), mesopelagic species",tropical; subtropical; temperate,,,NA,UN,,,,,0,,UN,,,,NA,eel-like,1,NA,,,,,,,NA,180,300,TL,,https://www.fishbase.se/summary/Trachipterus-trachypterus.html,https://www.researchgate.net/publication/276247489_Observations_on_two_live_specimens_of_Trachipterus_arcticus_Lampriformes_Trachipteridae_from_the_Azores,,0,0,0,,,,,solitary,,,http://species-identification.org/species.php?species_group=fnam&id=1498,,2.88,0.25,Species,LC,minor commercial,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Triglidae,Eutrigla gurnardus,Eutrigla gurnardus (adult),4,0,1,fishbase; FAO; NOAA,,adult,,10,340,7.3,13.5,10.1,demersal,2,,continental shelf,4,,continental shelf demersal,continental demersal,,FishBase,demersal,,tropical; subtropical; temperate polar,,,NA,0,based off an assumption since its a demersal fish,http://www.fao.org/fishery/species/2532/en,,,1,,1,,,http://www.fao.org/fishery/species/2532/en,NA,elongated,2,NA,,,,,,,30,18.8,60,TL,,https://www.fishbase.se/summary/Eutrigla-gurnardus.html,,,1,10,0,,,,,UN,,,,,3.87,0.013,Species,UN,commercial,0,FishBase,,,NA,,,,,,,,,,,,,
